production_day,line_id,station_id,units_processed,ref_brightness_pct,ref_sharpness_score,datamatrix_grade,ref_bias_mm,ref_repeatability_mm,locator_wear_mm,clamp_offset_mm,gripper_pad_wear_mm,tcp_offset_mm,jaw_parallelism_mm
2026-05-16,LINE-C,S9,8280,83.4,0.8656,2.02,0.00205,0.00625,0.0207,0.01602,0.04083,0.02036,0.0166
2026-05-17,LINE-A,S1,8460,100.4,0.935,3.82,0.00171,0.0061,0.02016,0.01575,0.04014,0.02307,0.01516
2026-05-17,LINE-A,S2,8460,100.32,0.9418,3.8,0.00266,0.02018,0.0868,0.03112,0.04044,0.0209,0.01719
2026-05-17,LINE-A,S3,8460,100.4,0.9406,3.84,0.00188,0.00614,0.02035,0.01725,0.04205,0.02046,0.01576
2026-05-17,LINE-B,S4,8460,100.77,0.941,3.79,0.0023,0.00626,0.02025,0.0155,0.04142,0.02189,0.01567
2026-05-17,LINE-B,S5,8460,100.02,0.9398,3.82,0.00195,0.00606,0.02074,0.01695,0.04137,0.08748,0.01509
2026-05-17,LINE-B,S6,8460,99.79,0.9373,3.78,0.00266,0.00684,0.0207,0.0191,0.04071,0.02111,0.01504
2026-05-17,LINE-C,S7,8460,100.03,0.9434,3.86,0.00216,0.00616,0.02055,0.01605,0.04124,0.02176,0.01641
2026-05-17,LINE-C,S8,8460,99.55,0.9353,3.81,0.00152,0.0177,0.02073,0.01571,0.23987,0.02152,0.01555
2026-05-17,LINE-C,S9,8460,82.81,0.8586,1.93,0.00169,0.00605,0.02017,0.01642,0.04119,0.02043,0.0154
2026-05-18,LINE-A,S1,8640,100.04,0.9375,3.77,0.00135,0.00611,0.0204,0.01604,0.04302,0.02089,0.01617
2026-05-18,LINE-A,S2,8640,100.4,0.9474,3.78,0.00098,0.02058,0.08977,0.03258,0.04033,0.02132,0.01534
2026-05-18,LINE-A,S3,8640,100.81,0.9404,3.78,0.00175,0.00619,0.0205,0.01692,0.0418,0.0202,0.01553
2026-05-18,LINE-B,S4,8640,100.55,0.9412,3.81,0.0017,0.00604,0.02025,0.01607,0.04011,0.02108,0.01501
2026-05-18,LINE-B,S5,8640,100.4,0.938,3.75,0.00211,0.00622,0.0204,0.01563,0.04042,0.08734,0.0155
2026-05-18,LINE-B,S6,8640,99.72,0.9444,3.77,0.00177,0.00649,0.02061,0.01554,0.04034,0.02015,0.01747
2026-05-18,LINE-C,S7,8640,99.55,0.9398,3.79,0.0021,0.00634,0.02023,0.01659,0.04039,0.02033,0.01514
2026-05-18,LINE-C,S8,8640,99.85,0.949,3.73,0.00184,0.01798,0.02055,0.01635,0.24327,0.02005,0.01524
2026-05-18,LINE-C,S9,8640,83.37,0.8579,1.85,0.0023,0.00637,0.02074,0.01762,0.04104,0.02025,0.01545
2026-05-19,LINE-A,S1,8820,100.08,0.9434,3.77,0.00178,0.00605,0.022,0.01545,0.04193,0.02121,0.01533
2026-05-19,LINE-A,S2,8820,99.51,0.9442,3.76,0.00264,0.0209,0.09294,0.03138,0.04078,0.02024,0.01564
2026-05-19,LINE-A,S3,8820,100.02,0.9386,3.84,0.00166,0.00609,0.02005,0.01734,0.04158,0.02001,0.01678
2026-05-19,LINE-B,S4,8820,100.29,0.9331,3.71,0.00229,0.00603,0.0208,0.01632,0.04042,0.02085,0.0154
2026-05-19,LINE-B,S5,8820,99.79,0.9401,3.82,0.00199,0.00629,0.02032,0.01699,0.04237,0.0884,0.01551
2026-05-19,LINE-B,S6,8820,100.03,0.9385,3.8,0.00198,0.00605,0.02165,0.01782,0.04018,0.02058,0.01624
2026-05-19,LINE-C,S7,8820,99.76,0.9373,3.84,0.00177,0.00623,0.02046,0.01568,0.04029,0.02128,0.0167
2026-05-19,LINE-C,S8,8820,99.34,0.9322,3.77,0.00168,0.0185,0.02051,0.01802,0.24768,0.0212,0.01536
2026-05-19,LINE-C,S9,8820,81.22,0.8577,1.91,0.00235,0.00627,0.02044,0.01611,0.04003,0.02032,0.01518
2026-05-20,LINE-A,S1,9000,100.61,0.9341,3.78,0.00179,0.00607,0.02112,0.01589,0.0408,0.02051,0.01578
2026-05-20,LINE-A,S2,9000,100.04,0.9364,3.79,0.00286,0.02108,0.09565,0.03248,0.04162,0.0212,0.01594
2026-05-20,LINE-A,S3,9000,100.26,0.9356,3.78,0.00211,0.00619,0.02019,0.01566,0.04042,0.02023,0.01643
2026-05-20,LINE-B,S4,9000,99.91,0.9447,3.82,0.00141,0.00633,0.02058,0.01628,0.04011,0.02061,0.01613
2026-05-20,LINE-B,S5,9000,100.15,0.9382,3.74,0.00203,0.00601,0.02013,0.01816,0.04149,0.09028,0.01587
2026-05-20,LINE-B,S6,9000,99.95,0.9369,3.82,0.00214,0.00633,0.02084,0.01515,0.04207,0.02005,0.01525
2026-05-20,LINE-C,S7,9000,100.49,0.9387,3.82,0.00207,0.00639,0.02099,0.01668,0.04144,0.02032,0.01635
2026-05-20,LINE-C,S8,9000,100.53,0.9427,3.77,0.00269,0.01857,0.02027,0.016,0.25292,0.02167,0.01563
2026-05-20,LINE-C,S9,9000,81.69,0.8497,1.78,0.00194,0.00657,0.02097,0.01553,0.04003,0.02084,0.01602
2026-05-21,LINE-A,S1,9180,100.56,0.9483,3.8,0.00115,0.00618,0.02063,0.016,0.04075,0.02025,0.01544
2026-05-21,LINE-A,S2,9180,99.68,0.9405,3.79,0.00156,0.02139,0.09846,0.03217,0.0417,0.02099,0.01746
2026-05-21,LINE-A,S3,9180,100.28,0.9445,3.78,0.00223,0.00606,0.0212,0.01785,0.04173,0.02042,0.01535
2026-05-21,LINE-B,S4,9180,100.14,0.938,3.82,0.00138,0.00602,0.02039,0.01602,0.04051,0.02108,0.01531
2026-05-21,LINE-B,S5,9180,100.39,0.9402,3.77,0.0019,0.00609,0.02049,0.01564,0.04028,0.09161,0.01649
2026-05-21,LINE-B,S6,9180,99.59,0.9412,3.82,0.00149,0.00642,0.02117,0.01553,0.0405,0.02093,0.01546
2026-05-21,LINE-C,S7,9180,99.4,0.9435,3.78,0.00244,0.00612,0.02073,0.01564,0.04315,0.02012,0.01515
2026-05-21,LINE-C,S8,9180,100.41,0.9325,3.83,0.00233,0.01905,0.02004,0.01652,0.25808,0.02071,0.01569
2026-05-21,LINE-C,S9,9180,81.43,0.8596,1.78,0.00128,0.00664,0.02096,0.01636,0.04126,0.02,0.01592
2026-05-22,LINE-A,S1,9360,99.63,0.9401,3.8,0.00189,0.00612,0.02005,0.01505,0.04126,0.0208,0.01588
2026-05-22,LINE-A,S2,9360,99.89,0.9388,3.81,0.00115,0.02164,0.10198,0.03235,0.04057,0.02005,0.01672
2026-05-22,LINE-A,S3,9360,100.21,0.9403,3.83,0.00173,0.0063,0.02045,0.01515,0.04026,0.02071,0.01617
2026-05-22,LINE-B,S4,9360,99.51,0.9371,3.76,0.00281,0.00609,0.02034,0.01701,0.04,0.02051,0.01523
2026-05-22,LINE-B,S5,9360,100.54,0.9492,3.77,0.00159,0.00626,0.02112,0.01656,0.04016,0.0935,0.01573
2026-05-22,LINE-B,S6,9360,99.81,0.939,3.82,0.00192,0.00607,0.02001,0.01619,0.04198,0.02059,0.01572
2026-05-22,LINE-C,S7,9360,99.9,0.9372,3.82,0.00207,0.00643,0.02023,0.01512,0.04061,0.02148,0.01543
2026-05-22,LINE-C,S8,9360,100.69,0.9411,3.8,0.00163,0.01914,0.02001,0.01705,0.26098,0.02032,0.01537
2026-05-22,LINE-C,S9,9360,81.8,0.8532,1.69,0.00181,0.00632,0.02118,0.01517,0.0419,0.02076,0.015
2026-05-23,LINE-A,S1,9540,100.02,0.9454,3.82,0.00165,0.00619,0.02035,0.01594,0.04254,0.02005,0.01633
2026-05-23,LINE-A,S2,9540,100.81,0.9407,3.77,0.00172,0.02199,0.10494,0.03572,0.04268,0.02073,0.01508
2026-05-23,LINE-A,S3,9540,99.91,0.9485,3.84,0.0013,0.0062,0.02047,0.01512,0.04007,0.023,0.01597
2026-05-23,LINE-B,S4,9540,100.11,0.9425,3.8,0.00204,0.00631,0.02007,0.01577,0.04039,0.02057,0.01627
2026-05-23,LINE-B,S5,9540,100.47,0.9403,3.76,0.00176,0.00607,0.02018,0.01572,0.04112,0.09427,0.01649
2026-05-23,LINE-B,S6,9540,99.27,0.936,3.79,0.00147,0.00611,0.02052,0.01582,0.04052,0.02054,0.01564
2026-05-23,LINE-C,S7,9540,99.61,0.9448,3.83,0.00224,0.00628,0.02138,0.01703,0.04047,0.02101,0.01535
2026-05-23,LINE-C,S8,9540,100.02,0.9389,3.81,0.00188,0.01932,0.02111,0.01581,0.2658,0.02063,0.01521
2026-05-23,LINE-C,S9,9540,80.17,0.8515,1.69,0.00172,0.00624,0.02058,0.01658,0.04017,0.02324,0.01595
2026-05-24,LINE-A,S1,9720,100.71,0.9468,3.84,0.00231,0.00638,0.02034,0.01686,0.04178,0.02024,0.01547
2026-05-24,LINE-A,S2,9720,100.45,0.942,3.82,0.00161,0.0225,0.10791,0.03385,0.04089,0.02075,0.01579
2026-05-24,LINE-A,S3,9720,99.67,0.9326,3.8,0.00181,0.00613,0.02138,0.01729,0.04046,0.02099,0.01582
2026-05-24,LINE-B,S4,9720,100.15,0.9415,3.77,0.00169,0.00628,0.02124,0.01572,0.04108,0.02034,0.01718
2026-05-24,LINE-B,S5,9720,100.05,0.9458,3.78,0.00198,0.00619,0.02028,0.01615,0.04097,0.09697,0.01607
2026-05-24,LINE-B,S6,9720,100.9,0.9405,3.79,0.00254,0.00621,0.02069,0.01655,0.04059,0.02018,0.01502
2026-05-24,LINE-C,S7,9720,100.54,0.943,3.84,0.00123,0.00608,0.02049,0.01729,0.04079,0.02084,0.01502
2026-05-24,LINE-C,S8,9720,100.81,0.9481,3.78,0.00221,0.01971,0.02027,0.0156,0.27034,0.02169,0.01599
2026-05-24,LINE-C,S9,9720,80.49,0.8501,1.69,0.00208,0.00606,0.02008,0.01803,0.0401,0.02067,0.01607
2026-05-25,LINE-A,S1,9900,99.72,0.9412,3.83,0.00167,0.006,0.02061,0.0179,0.04007,0.02043,0.01512
2026-05-25,LINE-A,S2,9900,99.75,0.9406,3.86,0.00187,0.0227,0.11096,0.0334,0.04218,0.02001,0.0166
2026-05-25,LINE-A,S3,9900,99.69,0.9403,3.83,0.00199,0.00609,0.02018,0.01649,0.04147,0.02067,0.0156
2026-05-25,LINE-B,S4,9900,100.19,0.9461,3.83,0.0015,0.00608,0.02065,0.0154,0.04193,0.02142,0.01646
2026-05-25,LINE-B,S5,9900,99.59,0.9411,3.82,0.00217,0.00635,0.02123,0.01678,0.04037,0.09689,0.01619
2026-05-25,LINE-B,S6,9900,100.12,0.9446,3.75,0.00201,0.00633,0.02035,0.01617,0.04154,0.02054,0.01583
2026-05-25,LINE-C,S7,9900,100.68,0.9334,3.82,0.00238,0.00608,0.02085,0.01641,0.04144,0.02018,0.01504
2026-05-25,LINE-C,S8,9900,100.36,0.9375,3.78,0.00204,0.01993,0.0216,0.01726,0.27452,0.02109,0.01592
2026-05-25,LINE-C,S9,9900,79.85,0.8537,1.56,0.00219,0.006,0.02093,0.01609,0.04006,0.02116,0.01564
2026-05-26,LINE-A,S1,10080,100.08,0.9392,3.77,0.0027,0.00631,0.02051,0.01586,0.04223,0.02127,0.01556
2026-05-26,LINE-A,S2,10080,100.45,0.9422,3.8,0.00157,0.02306,0.11429,0.03436,0.04097,0.02148,0.01533
2026-05-26,LINE-A,S3,10080,100.24,0.9385,3.81,0.00158,0.00626,0.02044,0.01633,0.04118,0.02067,0.01548
2026-05-26,LINE-B,S4,10080,100.01,0.9457,3.82,0.00232,0.00657,0.02049,0.01648,0.04087,0.02025,0.01712
2026-05-26,LINE-B,S5,10080,99.9,0.9378,3.82,0.00214,0.00618,0.02041,0.01608,0.04092,0.0994,0.017
2026-05-26,LINE-B,S6,10080,99.63,0.9403,3.77,0.00179,0.00637,0.02012,0.01564,0.04048,0.02001,0.01639
2026-05-26,LINE-C,S7,10080,99.69,0.9384,3.79,0.00203,0.00643,0.02057,0.01648,0.04081,0.02064,0.01573
2026-05-26,LINE-C,S8,10080,100.42,0.9394,3.76,0.00218,0.02009,0.02016,0.01506,0.27791,0.02061,0.01504
2026-05-26,LINE-C,S9,10080,80.35,0.8507,1.61,0.00223,0.00636,0.02009,0.01556,0.04072,0.0212,0.01506
2026-05-27,LINE-A,S1,10260,100.17,0.936,3.82,0.00194,0.00617,0.02044,0.01526,0.0402,0.02025,0.01544
2026-05-27,LINE-A,S2,10260,99.71,0.9346,3.85,0.003,0.02312,0.11761,0.03528,0.04061,0.02134,0.01609
2026-05-27,LINE-A,S3,10260,99.83,0.9337,3.82,0.00245,0.00602,0.02028,0.01571,0.04101,0.02103,0.01535
2026-05-27,LINE-B,S4,10260,100.25,0.946,3.77,0.00178,0.00605,0.0204,0.01617,0.04022,0.02099,0.01506
2026-05-27,LINE-B,S5,10260,100.09,0.9437,3.81,0.00218,0.0061,0.02013,0.01607,0.04035,0.10107,0.01652
2026-05-27,LINE-B,S6,10260,100.32,0.9415,3.8,0.0015,0.00606,0.02007,0.01534,0.04056,0.02092,0.01562
2026-05-27,LINE-C,S7,10260,99.66,0.9458,3.82,0.00184,0.00603,0.02007,0.01505,0.04057,0.02253,0.01517
2026-05-27,LINE-C,S8,10260,100.33,0.9333,3.79,0.00249,0.02052,0.02307,0.01601,0.28536,0.022,0.01637
2026-05-27,LINE-C,S9,10260,78.12,0.839,1.56,0.00246,0.00611,0.02041,0.01562,0.04223,0.02069,0.01657
2026-05-28,LINE-A,S1,10440,99.58,0.9336,3.8,0.00216,0.00643,0.02054,0.0159,0.04066,0.02017,0.01675
2026-05-28,LINE-A,S2,10440,99.83,0.94,3.81,0.00215,0.02345,0.12137,0.03511,0.0412,0.0201,0.01529
2026-05-28,LINE-A,S3,10440,99.72,0.9415,3.8,0.00188,0.0061,0.02036,0.01747,0.04046,0.02023,0.01576
2026-05-28,LINE-B,S4,10440,99.73,0.9476,3.79,0.00165,0.0063,0.02121,0.0173,0.04165,0.0206,0.01581
2026-05-28,LINE-B,S5,10440,100.91,0.9386,3.79,0.00257,0.0062,0.02154,0.01537,0.04048,0.10143,0.01666
2026-05-28,LINE-B,S6,10440,100.57,0.9424,3.8,0.0016,0.00607,0.02071,0.01565,0.0402,0.0208,0.01578
2026-05-28,LINE-C,S7,10440,98.43,0.9415,3.88,0.0014,0.00607,0.02001,0.01569,0.04124,0.02047,0.01514
2026-05-28,LINE-C,S8,10440,100.4,0.9401,3.9,0.00206,0.0209,0.0212,0.01582,0.28639,0.02134,0.01694
2026-05-28,LINE-C,S9,10440,79.01,0.8469,1.5,0.00218,0.0062,0.02125,0.0167,0.04092,0.02113,0.01553
2026-05-29,LINE-A,S1,10620,99.09,0.934,3.78,0.00195,0.00612,0.02023,0.01668,0.04138,0.02087,0.01521
2026-05-29,LINE-A,S2,10620,99.58,0.9392,3.81,0.00064,0.02384,0.12559,0.03482,0.04231,0.02035,0.01512
2026-05-29,LINE-A,S3,10620,100.07,0.9448,3.82,0.00198,0.00633,0.02178,0.01548,0.04014,0.02017,0.01618
2026-05-29,LINE-B,S4,10620,99.7,0.9389,3.75,0.00153,0.00616,0.02004,0.01765,0.04064,0.02091,0.01566
2026-05-29,LINE-B,S5,10620,100.69,0.9445,3.8,0.00182,0.00634,0.0207,0.01559,0.04273,0.10299,0.0157
2026-05-29,LINE-B,S6,10620,99.76,0.9344,3.82,0.00245,0.00609,0.02026,0.01644,0.04018,0.02056,0.01591
2026-05-29,LINE-C,S7,10620,100.95,0.9419,3.82,0.00235,0.00623,0.02029,0.01541,0.04032,0.02044,0.01531
2026-05-29,LINE-C,S8,10620,99.81,0.9347,3.8,0.00192,0.02081,0.02036,0.01645,0.29201,0.02039,0.01548
2026-05-29,LINE-C,S9,10620,78.61,0.8475,1.44,0.00121,0.00628,0.02054,0.01505,0.04171,0.02058,0.01525
2026-05-30,LINE-A,S1,10800,100.37,0.9438,3.84,0.00223,0.00601,0.02071,0.01661,0.04078,0.02145,0.01576
2026-05-30,LINE-A,S2,10800,99.86,0.9431,3.8,0.00245,0.02449,0.1282,0.03699,0.04124,0.02048,0.01555
2026-05-30,LINE-A,S3,10800,100.23,0.9481,3.81,0.00298,0.00605,0.02002,0.01692,0.04133,0.0205,0.01558
2026-05-30,LINE-B,S4,10800,100.64,0.9446,3.83,0.00186,0.00602,0.02004,0.01617,0.04186,0.02037,0.01678
2026-05-30,LINE-B,S5,10800,100.45,0.9391,3.82,0.00268,0.0066,0.02083,0.01504,0.04026,0.10443,0.01651
2026-05-30,LINE-B,S6,10800,100.23,0.9402,3.79,0.00194,0.00604,0.0212,0.01536,0.04006,0.02087,0.01564
2026-05-30,LINE-C,S7,10800,100.68,0.9465,3.81,0.00223,0.00605,0.02037,0.01547,0.04007,0.02014,0.01541
2026-05-30,LINE-C,S8,10800,99.85,0.939,3.85,0.00308,0.02116,0.02088,0.01644,0.29521,0.0209,0.01553
2026-05-30,LINE-C,S9,10800,78.33,0.8289,1.36,0.00137,0.00635,0.02079,0.01615,0.04029,0.02061,0.01666
